Date,Close,High,Low,Open,Volume,Return,Volatility_20,Regime,Shift,Target,MA_10,MA_50,Momentum_10,Volatility_5,Volume_Change
2010-04-14,91.29947662353516,91.29947662353516,90.46324861185656,90.60638275286165,161609000,0.011348979143745996,0.004903347948791756,Low,False,1,89.65265579223633,85.56559967041015,2.8552017211914062,0.004315008726459919,0.2924212034842246
2010-04-15,91.37483978271484,91.58577921221841,91.11869494141168,91.14882996672196,144615300,0.0008254500679170107,0.0048331494914357325,Low,False,0,89.97584762573243,85.73680282592774,3.2319183349609375,0.004658421844306408,-0.10515317835021565
2010-04-16,89.92084503173828,91.37482674642897,89.46129601973927,91.05088245514551,366786700,-0.015912419156455915,0.006265104161095164,Low,False,1,90.0933723449707,85.8871794128418,1.1752471923828125,0.009815633189647266,1.5362924946392256
2010-04-19,90.25988006591797,90.35028515509909,89.25038243457358,89.65719671438481,217947800,0.003770371976153264,0.006109389370922812,Low,False,1,90.1724739074707,86.09520462036133,0.791015625,0.00996674218222288,-0.40579143136869467
2010-04-20,91.06597900390625,91.14131945666887,90.30509101049607,90.82490449900676,157708000,0.00893086648685526,0.0062739674369310236,Low,False,0,90.31109237670898,86.31605087280273,1.3861846923828125,0.010730725686961814,-0.27639554058357096
2010-04-21,90.90023803710938,91.3296521459113,90.39548348127589,91.1187069409597,192910100,-0.0018200097183358466,0.00619918291083233,Low,False,1,90.48436889648437,86.54513656616211,1.7327651977539062,0.00932251732737459,0.2232106170898116
2010-04-22,91.17143249511719,91.28443740645567,89.74005611039156,90.2598695062789,115360300,0.002983429569206386,0.0060294211529461,Low,False,1,90.65387496948242,86.75968887329101,1.6950607299804688,0.009467784679254635,-0.4019996879375419
2010-04-23,91.76658630371094,91.80425652336902,90.87762314786463,91.11116816394133,177335500,0.00652785409097989,0.006062822449692757,Low,False,0,90.82413482666016,86.9892953491211,1.7025985717773438,0.004050658434455622,0.5372316126084971
2010-04-26,91.42003631591797,92.00012547485441,91.3296369907515,91.79671549789346,143457300,-0.003776428891514194,0.0061800599543769385,Low,False,0,90.94542617797852,87.19516494750977,1.2129135131835938,0.0053815772967069206,-0.19104014706587236
2010-04-27,89.25790405273438,91.41250374764414,89.08462909507644,90.892690370007,355853300,-0.02365052947159163,0.008338997980133824,Medium,True,1,90.84372177124024,87.35914260864257,-1.0170440673828125,0.011731748355920632,1.4805520527711034
2010-04-28,89.93590545654297,90.16191522970698,89.09967734257033,89.68730160326331,300674100,0.007595981678082175,0.008487817642102102,Medium,False,1,90.70736465454101,87.51117065429688,-1.3635711669921875,0.012860039029054403,-0.15506165040481568
2010-04-29,91.0508804321289,91.23921999851214,90.45572671263776,90.47832654097697,193775000,0.012397439820347245,0.008798570253039425,Medium,False,0,90.67496871948242,87.67769577026367,-0.3239593505859375,0.014382743462114485,-0.3555314541558452
2010-04-30,89.50652313232422,91.16391531030442,89.4839232965507,91.06597502506006,270000900,-0.016961475742740095,0.009631573125945177,High,True,1,90.63353652954102,87.80357986450196,-0.4143218994140625,0.01544079614657659,0.39337324216230174
2010-05-03,90.66667938232422,90.91528902579047,89.80031610057921,89.93592083813643,182747900,0.012961694962554393,0.009890101358441589,High,False,0,90.67421646118164,87.94921615600586,0.40679931640625,0.017426378013210002,-0.323158182065319
2010-05-04,88.53466796875,89.6722406506937,88.0826541225498,89.65717601314311,360353400,-0.023514828469496818,0.011260613180463794,High,False,0,90.42108535766602,88.05191177368164,-2.53131103515625,0.017383369583733606,0.9718606889600372
2010-05-05,88.0073471069336,88.7456410277085,87.36699347786528,87.8114722711901,328973200,-0.005956094645348853,0.011266578184382349,High,False,0,90.13179626464844,88.16431823730468,-2.8928909301757812,0.0166508215968082,-0.08708173698374988
2010-05-06,85.08427429199219,88.14290664928673,79.10260853141116,87.58542320803109,647356600,-0.03321396350454375,0.013361607868949398,High,False,0,89.52308044433593,88.20310821533204,-6.087158203125,0.017733568560013895,0.9678095358527685
2010-05-07,83.81865692138672,85.70958236093009,82.42494503544249,84.85828944085286,637558800,-0.014874868254292517,0.013461739478181798,High,False,1,88.72828750610351,88.21883651733398,-7.947929382324219,0.01765130990949339,-0.015135089377323108
